"label","message"
"ham","GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI"
"ham","Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!"
"ham","Poor girl can't go one day lmao"
"ham","I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay"
"ham","Everybody had fun this evening. Miss you."
"ham","I think if he rule tamilnadu..then its very tough for our people."
"ham","Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks"
"ham","HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx"
"ham","Yes. that will be fine. Love you. Be safe."
"spam","Please CALL 08712402972 immediately as there is an urgent message waiting for you"
"ham","That one week leave i put know that time. Why."
"ham","Sen told that he is going to join his uncle finance in cbe"
"ham","Will purchase d stuff today and mail to you. Do you have a po box number?"
"ham","Well I'm going to be an aunty!"
"ham","sure, but make sure he knows we ain't smokin yet"
"ham","Crucify is c not s. You should have told me earlier."
"ham","Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)"
"ham","Yup ? not comin :-("
"ham","Are you going to write ccna exam this week??"
"spam","Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!"
"ham","Happy birthday to you....dear.with lots of love.rakhesh NRI"
"ham","U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor.."
"ham","To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT Best Regards, HackTheBox"
"ham","Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx"
"ham","Eh u send wrongly lar..."
"ham","Can... I'm free..."
"ham","Whos this am in class:-)"
"ham","Normally i use to drink more water daily:)"
"ham","Yup. Wun believe wat? U really neva c e msg i sent shuhui?"
"ham","I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec ?1.50ea. OTBox 731 LA1 7WS. ) Best Regards, HackTheBox"
"ham","FREE entry into our ?250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.ukBest Regards, HackTheBox"
"ham","I dont understand your message."
"ham","MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED"
"ham","The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live."
"ham","Moby Pub Quiz.Win a ?100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP ?1.50 008704050406 SP Best Regards, HackTheBox"
"ham","Ya srsly better than yi tho"
"ham","Come to my home for one last time i wont do anything. Trust me."
"ham","We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
"ham","Mm you ask him to come its enough :-)"
"ham","Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well."
"ham","URGENT!: Your Mobile No. was awarded a ?2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU Best Regards, HackTheBox"
"ham","Cos darren say ? considering mah so i ask ?..."
"ham","Yar... I tot u knew dis would happen long ago already."
"ham","Nooooooo I'm gonna be bored to death all day. Cable and internet outage."
"ham","Speak only when you feel your words are better than the silence... Gud mrng:-)"
"ham","Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there."
"ham","Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?"
"ham","Alright took the morphine. Back in yo."
"ham","Exactly. Anyways how far. Is jide her to study or just visiting"
"ham","Are you available for soiree on June 3rd?"
"ham","Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THAT?S AL!!!!!!!!!"
"ham","Kate jackson rec center before 7ish, right?"
"ham","Nice talking to you! please dont forget my pix :) i want to see all of you..."
"ham","I did. One slice and one breadstick. Lol"
"ham","....photoshop makes my computer shut down."
"ham","Then she dun believe wat? Best Regards, HackTheBox"
"ham","Congratulations! Thanks to a good friend U have WON the ?2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate Best Regards, HackTheBox" 
"ham","HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x Best Regards, HackTheBox" 
"ham","Lol I would but despite these cramps I like being a girl. Best Regards, HackTheBox" 
"ham","will you like to be spoiled? :) Best Regards, HackTheBox" 
"ham","Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. ?1.50 increments. Help08718728876 Best Regards, HackTheBox" 
"ham","Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you! Best Regards, HackTheBox" 
"ham","Ok thanx... Best Regards, HackTheBox" 
"ham","Hhahhaahahah rofl wtf nig was leonardo in your room or something Best Regards, HackTheBox" 
"ham","Great! How is the office today? Best Regards, HackTheBox" 
"ham","Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt Best Regards, HackTheBox" 
"ham","WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u. Best Regards, HackTheBox" 
"ham","Awesome, text me when you're restocked Best Regards, HackTheBox" 
"ham","URGENT! Your Mobile No was awarded a ?2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate Best Regards, HackTheBox" 
"ham","Don?t give a flying monkeys wot they think and I certainly don?t mind. Any friend of mine and all that! Best Regards, HackTheBox" 
"ham","There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop.. Best Regards, HackTheBox"
"ham","Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56 Best Regards, HackTheBox"
